"Affiliation","Corrected_Affiliation","Affiliation_Used","Frequency","lat","lon","display_name","country","state","city","country_from_coords"
"Johannes Gutenberg University Mainz","NA","Johannes Gutenberg University Mainz",1,49.9920396,8.2371107,"Johannes Gutenberg-Universität Mainz, Eduard-Frank-Straße, Hartenberg-Münchfeld, Mainz, Rheinland-Pfalz, 55122, Deutschland",NA,NA,NA,"Germany"
"Johannes Gutenberg-Universität Mainz","NA","Johannes Gutenberg-Universität Mainz",1,49.9920396,8.2371107,"Johannes Gutenberg-Universität Mainz, Eduard-Frank-Straße, Hartenberg-Münchfeld, Mainz, Rheinland-Pfalz, 55122, Deutschland",NA,NA,NA,"Germany"
"Juan March Institute -Universidad Carlos III - Madrid","NA","Juan March Institute -Universidad Carlos III - Madrid",1,NA,NA,NA,NA,NA,NA,NA
"Juan March-Carlos III Institute / University Carlos III","NA","Juan March-Carlos III Institute / University Carlos III",1,NA,NA,NA,NA,NA,NA,NA
"KDI School of Public Policy and Management","NA","KDI School of Public Policy and Management",1,NA,NA,NA,NA,NA,NA,NA
"KU Leuven; Stanford University","NA","KU Leuven; Stanford University",1,NA,NA,NA,NA,NA,NA,NA
"KU Leuven; University of Antwerp","NA","KU Leuven; University of Antwerp",1,NA,NA,NA,NA,NA,NA,NA
"KU Leuven; Université de Montréal","NA","KU Leuven; Université de Montréal",1,NA,NA,NA,NA,NA,NA,NA
"King's College","NA","King's College",1,40.0029254,-82.9979442,"King's, East 19th Avenue, University District District 1, Columbus, Sharon, Franklin County, Ohio, 43210, United States",NA,NA,NA,"United States of America"
"King's College London; University of Oxford","NA","King's College London; University of Oxford",1,NA,NA,NA,NA,NA,NA,NA
"Konkuk University","NA","Konkuk University",1,37.5407875,127.0681712,"건대입구, 243, 아차산로, 화양동, 광진구, 서울특별시, 05073, 대한민국",NA,NA,NA,"South Korea"
"Lagos Business School, Pan-Atlantic University","NA","Lagos Business School, Pan-Atlantic University",1,NA,NA,NA,NA,NA,NA,NA
"Leuphana University Lüneburg,","NA","Leuphana University Lüneburg,",1,NA,NA,NA,NA,NA,NA,NA
"Lingnan University","NA","Lingnan University",1,22.4123588,113.9812852,"嶺南大學 Lingnan University, 8, 青山公路－嶺南段 Castle Peak Road – Lingnan, 虎地 Fu Tei, 桃園圍 To Yuen Wai, 麒麟圍 Kei Lun Wai, 屯門區 Tuen Mun District, 新界 New Territories, 香港 Hong Kong, 中国",NA,NA,NA,"Hong Kong"
"London Business School","NA","London Business School",1,51.5263869,-0.1611522,"London Business School, Park Road, Marylebone, London, Greater London, England, NW1 6BH, United Kingdom",NA,NA,NA,"United Kingdom"
"Loughborough University","NA","Loughborough University",1,52.763845,-1.2372582,"Loughborough University, Rydal Avenue, Loughborough, Charnwood, Leicestershire, England, LE11 3RF, United Kingdom",NA,NA,NA,"United Kingdom"
"Loyola Marymount University","NA","Loyola Marymount University",1,33.9687824,-118.4182021,"Loyola Marymount University, Bluff Creek Drive, Playa Vista, Los Angeles, Los Angeles County, California, 90096, United States",NA,NA,NA,"United States of America"
"Luiss University","NA","Luiss University",1,41.9215052,12.5132907,"LUISS, Via Parenzo, Trieste, Municipio Roma II, Roma, Roma Capitale, Lazio, 00199, Italia",NA,NA,NA,"Italy"
"Lusófona University","NA","Lusófona University",1,38.7581164,-9.1520127,"Universidade Lusófona de Humanidades e Tecnologias, Campo Grande, Alvalade, Lisboa, 1700-097, Portugal",NA,NA,NA,"Portugal"
"Luxembourg Institute of Socio-Economic Research (LISER)","NA","Luxembourg Institute of Socio-Economic Research (LISER)",1,NA,NA,NA,NA,NA,NA,NA
"M","NA","M",1,52.2033783,0.119922,"New Museums Site (University of Cambridge), Free School Lane, Newnham, Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, CB2 3RQ, United Kingdom",NA,NA,NA,"United Kingdom"
"MIT","NA","MIT",1,42.3582529,-71.0966272,"Massachusetts Institute of Technology, Technology Square, Cambridge, Middlesex County, Massachusetts, 02238, United States",NA,NA,NA,"United States of America"
"Massachusetts Institute of Technology","NA","Massachusetts Institute of Technology",1,42.3582529,-71.0966272,"Massachusetts Institute of Technology, Technology Square, Cambridge, Middlesex County, Massachusetts, 02238, United States",NA,NA,NA,"United States of America"
"Max Planck Institute for Tax Law and Public Finance","NA","Max Planck Institute for Tax Law and Public Finance",1,NA,NA,NA,NA,NA,NA,NA
"Max Planck Institute for the Study of Religious and Ethnic Diversity","NA","Max Planck Institute for the Study of Religious and Ethnic Diversity",1,NA,NA,NA,NA,NA,NA,NA
"McCourt School of Public Policy, Georgetown University","NA","McCourt School of Public Policy, Georgetown University",1,NA,NA,NA,NA,NA,NA,NA
"McGill University","NA","McGill University",1,45.506875,-73.5790704,"McGill University, 845, Rue Sherbrooke Ouest, Quartier des Spectacles, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (région administrative), Québec, H3A 3C6, Canada",NA,NA,NA,"Canada"
"Mercator Forum for Migration and Democracy (Forum MIDEM)","NA","Mercator Forum for Migration and Democracy (Forum MIDEM)",1,NA,NA,NA,NA,NA,NA,NA
"Mercator Research Institute on Global Commons and Climate Change and Brandenburg University of Technology, Cottbus","NA","Mercator Research Institute on Global Commons and Climate Change and Brandenburg University of Technology, Cottbus",1,NA,NA,NA,NA,NA,NA,NA
"Monash University","NA","Monash University",1,-37.7839745,144.9586743,"Monash University, Mile Lane, International House, Parkville, Melbourne, City of Melbourne, Victoria, 3052, Australia",NA,NA,NA,"Australia"
"Munich University","NA","Munich University",1,48.2654975,11.6692249,"Technische Universität München, Karl-Schwarzschild-Straße, Hochschul- und Forschungszentrum, Garching bei München, Landkreis München, Bayern, 85748, Deutschland",NA,NA,NA,"Germany"
"National Tsing Hua University","NA","National Tsing Hua University",1,24.7916987,120.9924295,"國立清華大學, 101, 光復路二段, 光明里, 東區, 新竹市, 300044, 臺灣",NA,NA,NA,"Taiwan"
"National and Kapodistrian University of Athens","NA","National and Kapodistrian University of Athens",1,NA,NA,NA,NA,NA,NA,NA
"New York University; NBER","NA","New York University; NBER",1,NA,NA,NA,NA,NA,NA,NA
"Northwestern","NA","Northwestern",1,42.0557157,-87.6752945,"Northwestern University, 633, Clark Street, Downtown, Evanston, Evanston Township, Cook County, Illinois, 60208, United States",NA,NA,NA,"United States of America"
"Northwestern University, USA","NA","Northwestern University, USA",1,NA,NA,NA,NA,NA,NA,NA
"Norwegian University of Science and Technology (NTNU)","NA","Norwegian University of Science and Technology (NTNU)",1,63.4480238,10.4536394,"NTNU Ringve botaniske hage, Fagerheim allé, Østmarkneset, Hasselbakken, Østbyen, Trondheim, Trøndelag, 7041, Norge",NA,NA,NA,"Norway"
"Nova School of Business and Economics","NA","Nova School of Business and Economics",1,-33.891747,151.1906267,"The Economics and Business Building, The University of Sydney, Darlington Lane, Darlington, Sydney, Council of the City of Sydney, New South Wales, 2008, Australia",NA,NA,NA,"Australia"
"Ohio State University","NA","Ohio State University",1,40.0056802,-83.0286612,"The Ohio State University, 281, West Lane Avenue, Carmenton, Columbus, Sharon, Franklin County, Ohio, 43210, United States",NA,NA,NA,"United States of America"
"Open University of Catalonia","NA","Open University of Catalonia",1,NA,NA,NA,NA,NA,NA,NA
"Oregon State University","NA","Oregon State University",1,44.5630559,-123.2839234,"Oregon State University, 1500, Southwest Jefferson Way, Corvallis, Benton County, Oregon, 97331, United States",NA,NA,NA,"United States of America"
"Oxford University Institute","NA","Oxford University Institute",1,51.7583164,-1.2651449,"Oxford University Press, Jericho, Oxford, Oxfordshire, England, OX2 6DP, United Kingdom",NA,NA,NA,"United Kingdom"
"Penn State University","NA","Penn State University",1,40.8025835,-77.8559383,"Penn State University, West Cherry Lane, Krumrine, Ferguson Township, Centre County, Pennsylvania, 16803, United States",NA,NA,NA,"United States of America"
"PhD Scholar at European University Institute","NA","PhD Scholar at European University Institute",1,NA,NA,NA,NA,NA,NA,NA
"Pontifical Catholic University of Chile","NA","Pontifical Catholic University of Chile",1,NA,NA,NA,NA,NA,NA,NA
"Potsdam Institute for Climate Impact Research (PIK)","NA","Potsdam Institute for Climate Impact Research (PIK)",1,NA,NA,NA,NA,NA,NA,NA
"Queen Mary, London","NA","Queen Mary, London",1,NA,NA,NA,NA,NA,NA,NA
"Queen’s University Belfast","NA","Queen’s University Belfast",1,54.5842881,-5.9336562,"Queen's University Belfast, Colenso Parade, Queen's Quarter, Belfast, County Antrim, Northern Ireland / Tuaisceart Éireann, BT9 5EX, United Kingdom",NA,NA,NA,"United Kingdom"
"Registraduría Nacional del Estado Civil de Colombia","NA","Registraduría Nacional del Estado Civil de Colombia",1,NA,NA,NA,NA,NA,NA,NA
"Roskilde School of Governance","NA","Roskilde School of Governance",1,NA,NA,NA,NA,NA,NA,NA
"Roskilde University","NA","Roskilde University",1,55.6526706,12.1391388,"Roskilde Universitet, Trekroner Forskerpark, Store Hede, Roskilde, Roskilde Kommune, Region Sjælland, Danmark",NA,NA,NA,"Denmark"
"Rowan University","NA","Rowan University",1,39.7103526,-75.1193267,"Rowan University, 201, Mullica Hill Road, Glassboro, Gloucester County, New Jersey, 08028, United States",NA,NA,NA,"United States of America"
"Sam Nunn School of International Affairs, Georgia Tech","NA","Sam Nunn School of International Affairs, Georgia Tech",1,NA,NA,NA,NA,NA,NA,NA
"Santa Fe Institute","NA","Santa Fe Institute",1,-31.6167562,-60.6752372,"Universidad Tecnológica Nacional Santa Fe, Lavaisse, Barrio Villa Setubal, Villa Setúbal, Santa Fe, Santa Fe Capital, Departamento La Capital, S3000, Argentina",NA,NA,NA,"Argentina"
"Science Po Paris","NA","Science Po Paris",1,NA,NA,NA,NA,NA,NA,NA
"Shanghai Jiao Tong University, School of International and Public Affairs","NA","Shanghai Jiao Tong University, School of International and Public Affairs",1,NA,NA,NA,NA,NA,NA,NA
"Simon Fraser University","NA","Simon Fraser University",1,49.2767096,-122.917803,"Simon Fraser University, 8888, University Drive West, Burnaby, Metro Vancouver Regional District, British Columbia, V5A 1S6, Canada",NA,NA,NA,"Canada"
"Singapore Management University","NA","Singapore Management University",1,1.296168,103.8500437,"Singapore Management University, 81, Victoria Street, Orchard Road, Museum, Central, Singapore, 188065, Singapore",NA,NA,NA,"Singapore"
"Social and Behavioral Sciences Department, Toulouse School of Economics; Institute for Advanced Study in Toulouse, Toulouse School of Economics","NA","Social and Behavioral Sciences Department, Toulouse School of Economics; Institute for Advanced Study in Toulouse, Toulouse School of Economics",1,NA,NA,NA,NA,NA,NA,NA
"Stack Data Strategy","NA","Stack Data Strategy",1,NA,NA,NA,NA,NA,NA,NA
"Stanford Graduate School of Business","NA","Stanford Graduate School of Business",1,NA,NA,NA,NA,NA,NA,NA
"State Ministry for the Economy, Labor, and Tourism Baden-Württemberg","NA","State Ministry for the Economy, Labor, and Tourism Baden-Württemberg",1,NA,NA,NA,NA,NA,NA,NA
"Stockholm School of Economics","NA","Stockholm School of Economics",1,56.9591273,24.1076116,"Rīgas Ekonomikas augstskola, 4A, Strēlnieku iela, Centra rajons, Centrs, Centra apkaime, Rīga, LV-1010, Latvija",NA,NA,NA,"Latvia"
"Syarif Hidayatullah State Islamic University","NA","Syarif Hidayatullah State Islamic University",1,NA,NA,NA,NA,NA,NA,NA
"Syracuse University","NA","Syracuse University",1,43.0171129,-76.1185536,"Syracuse University, Tecumseh Road, University Neighborhood, City of Syracuse, Onondaga County, New York, 13210, United States",NA,NA,NA,"United States of America"
"Södertörn University","NA","Södertörn University",1,59.2192064,17.9431421,"Södertörns högskola, Hälsovägen, Visättra, Flemingsberg, Huddinge kommun, Stockholms län, 141 56, Sverige",NA,NA,NA,"Sweden"
"Technical University of Denmark","NA","Technical University of Denmark",1,55.7854145,12.5202151,"Danmarks Tekniske Universitet, Akademivej, Lundtofte, Kongens Lyngby, Lyngby-Taarbæk Kommune, Region Hovedstaden, 2800, Danmark",NA,NA,NA,"Denmark"
"Technische Universität Darmstadt","NA","Technische Universität Darmstadt",1,49.8611517,8.681944,"Technische Universität Darmstadt, Luisenplatz, Stadtzentrum, Darmstadt-Mitte, Darmstadt, Hessen, 64283, Deutschland",NA,NA,NA,"Germany"
"Tencent Americas","NA","Tencent Americas",1,NA,NA,NA,NA,NA,NA,NA
"The Brattle Group","NA","The Brattle Group",1,NA,NA,NA,NA,NA,NA,NA
"The Chinese University of Hong Kong, Shenzhen","NA","The Chinese University of Hong Kong, Shenzhen",1,22.693965,114.1970343,"香港中文大学(深圳)上园, 大学道, 龙城街道, 龙岗区, 深圳市, 广东省, 518100, 中国",NA,NA,NA,"China"
"The Institute of International Relations at the University of the West Indies","NA","The Institute of International Relations at the University of the West Indies",1,NA,NA,NA,NA,NA,NA,NA
"The Pennsylvania State University","NA","The Pennsylvania State University",1,40.8025835,-77.8559383,"Penn State University, West Cherry Lane, Krumrine, Ferguson Township, Centre County, Pennsylvania, 16803, United States",NA,NA,NA,"United States of America"
"The University of New South Wales","NA","The University of New South Wales",1,NA,NA,NA,NA,NA,NA,NA
"The University of the Southern Caribbean","NA","The University of the Southern Caribbean",1,10.6911429,-61.408239,"University of the Southern Caribbean, Acono Road, Acono, Tunapuna-Piarco, 310407, Trinidad and Tobago",NA,NA,NA,"Trinidad and Tobago"
"Toulouse School of Economics and Institute of Advanced Studies Toulouse (IAST)","NA","Toulouse School of Economics and Institute of Advanced Studies Toulouse (IAST)",1,NA,NA,NA,NA,NA,NA,NA
"UC Merced","NA","UC Merced",1,37.365182,-120.4225275,"University of California, Merced, 5200, Shaver Lake Road, Merced, Merced County, California, 95343, United States",NA,NA,NA,"United States of America"
"UMass Amherst","NA","UMass Amherst",1,42.3868955,-72.5299842,"University of Massachusetts Amherst, Stockbridge Street, North Hadley, Hadley, Hampshire County, Massachusetts, 01003, United States",NA,NA,NA,"United States of America"
"UNC Chapel Hill","NA","UNC Chapel Hill",1,35.9050353,-79.0477533,"University of North Carolina at Chapel Hill, Fordham Boulevard South, Chapel Hill, Orange County, North Carolina, 27599, United States",NA,NA,NA,"United States of America"
"UNU-WIDER","NA","UNU-WIDER",1,NA,NA,NA,NA,NA,NA,NA
"Universidad Andres Bello","NA","Universidad Andres Bello",1,-33.4514856,-70.6669849,"Universidad Andres Bello, 2212, Sazié, Barrio República, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8370136, Chile",NA,NA,NA,"Chile"
"Universidad Carlos III (Juan March Institute)","NA","Universidad Carlos III (Juan March Institute)",1,NA,NA,NA,NA,NA,NA,NA
"Universidad Carlos III (Juan March Institute); Ohio State University","NA","Universidad Carlos III (Juan March Institute); Ohio State University",1,NA,NA,NA,NA,NA,NA,NA
"Universidad Carlos III Madrid","NA","Universidad Carlos III Madrid",1,40.3327973,-3.7653449,"Universidad Carlos III de Madrid, 30, Avenida de la Universidad, Batallas, San Nicasio, Leganés, Comunidad de Madrid, 28911, España",NA,NA,NA,"Spain"
"Universidad Católica de Chile","NA","Universidad Católica de Chile",1,-33.4417749,-70.6403258,"Pontificia Universidad Católica de Chile, 360, Avenida Libertador Bernardo O'Higgins, Barrio Lastarria, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 6500808, Chile",NA,NA,NA,"Chile"
"Universidad Diego Portales, Chile","NA","Universidad Diego Portales, Chile",1,NA,NA,NA,NA,NA,NA,NA
"Universidad Europea Madrid","NA","Universidad Europea Madrid",1,40.3727017,-3.9185823,"Universidad Europea de Madrid, Calle Manzanares, Villaviciosa de Odón, Comunidad de Madrid, 28670, España",NA,NA,NA,"Spain"
"Universidad Nacional de Educación a Distancia (UNED)","NA","Universidad Nacional de Educación a Distancia (UNED)",1,38.8244735,-0.6118279,"Universidad Nacional de Educación A Distancia Uned, Avinguda de Jacinto Benavente, Ontinyent, la Vall d'Albaida, València / Valencia, Comunitat Valenciana, 46870, España",NA,NA,NA,"Spain"
"Universidad de Alcalá de Henares","NA","Universidad de Alcalá de Henares",1,40.4823302,-3.3630642,"Universidad de Alcalá de Henares, Patio de Santo Tomás de Villanueva, Venecia, Distrito I, Alcalá de Henares, Comunidad de Madrid, 28801, España",NA,NA,NA,"Spain"
"Universidad de Burgos","NA","Universidad de Burgos",1,42.3413549,-3.7283532,"Universidad de Burgos - Servicios Centrales, Calle Rollo, Hospital del Rey, Distrito Oeste, Burgos, Castilla y León, 09001, España",NA,NA,NA,"Spain"
"Universidad de Costa Rica-ECP-CIEP; PEN-CONARE","NA","Universidad de Costa Rica-ECP-CIEP; PEN-CONARE",1,NA,NA,NA,NA,NA,NA,NA
"Universidad de Deusto (Bilbao, España)","NA","Universidad de Deusto (Bilbao, España)",1,NA,NA,NA,NA,NA,NA,NA
"Universidad de Granada","NA","Universidad de Granada",1,37.1849134,-3.6010102,"Rectorado de la Universidad de Granada, Avenida Divina Pastora, Barrio del Hospital Real, San Ildefonso, Beiro, Granada, Partido Judicial de Granada, Granada, Andalucía, 18012, España",NA,NA,NA,"Spain"
"Universidad de País Vasco","NA","Universidad de País Vasco",1,43.3092769,-2.0106678,"Euskal Herriko Unibertsitatea, Ibaeta Campusa, Zarautz kalea, Lugaritz, Ibaeta, Mendebaldea, Donostia / San Sebastián, Gipuzkoa, Euskadi, 20008, España",NA,NA,NA,"Spain"
"Universidad de San Andrés","NA","Universidad de San Andrés",1,-34.4461878,-58.5302426,"Universidad de San Andrés, Vito Dumas, Punta Chica, Victoria, Partido de San Fernando, Buenos Aires, B1644BHH, Argentina",NA,NA,NA,"Argentina"
"Universidad de la Coruña","NA","Universidad de la Coruña",1,NA,NA,NA,NA,NA,NA,NA
"Universidad del Pacífico","NA","Universidad del Pacífico",1,-12.0838826,-77.0483187,"Universidad del Pacífico, 2020, Avenida General Salaverry, Risso, Lince, Lima, Lima Metropolitana, Lima, 15072, Perú",NA,NA,NA,"Peru"
"Universidad del Rosario","NA","Universidad del Rosario",1,4.6000106,-74.0733473,"Universidad del Rosario, Avenida Carrera 7, La Catedral, UPZ La Candelaria, Bogotá, Bogotá, Distrito Capital, RAP (Especial) Central, 111711, Colombia",NA,NA,NA,"Colombia"
"Universidade da Coruña","NA","Universidade da Coruña",1,43.3587285,-8.4115253,"UIE Universidade - Campus da Coruña, 31, Ronda de Nelle, A Falperra, Santa Margarida, A Coruña, Galicia, 15007, España",NA,NA,NA,"Spain"
"Universitat Internacional de Catalunya","NA","Universitat Internacional de Catalunya",1,41.4057237,2.123525,"Universitat Internacional de Catalunya, Carrer de la Immaculada, Sant Gervasi - la Bonanova, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalunya, 08017, España",NA,NA,NA,"Spain"
"Universitat Oberta de Catalunya","NA","Universitat Oberta de Catalunya",1,41.1538709,1.1003996,"Universitat Oberta de Catalunya, Carrer de l'Escorxador, el Carme, Mare Molas, Reus, Baix Camp, Tarragona, Catalunya, 43202, España",NA,NA,NA,"Spain"
"Universitat de València","NA","Universitat de València",1,39.4604817,-0.3600927,"Universitat de València, 9, Carrer de l'Alcalde Reig, Montolivet, Quatre Carreres, València, Comarca de València, València / Valencia, Comunitat Valenciana, 46023, España",NA,NA,NA,"Spain"
"Universiteit Antwerpen; Vrije Universiteit Brussel","Universiteit Antwerpen","Universiteit Antwerpen",1,51.2243191,4.4114471,"Universiteit Antwerpen, Kauwenstraatje, Universiteitsbuurt, Antwerpen-Noord, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien",NA,NA,NA,"Belgium"
"Universiteit Utrecht","NA","Universiteit Utrecht",1,52.0905682,5.1232736,"Universiteit Utrecht, 22, Achter de Dom, Domplein, Neude, Janskerkhof, Binnenstad City- En Winkelgebied, Binnenstad, Utrecht, Nederland, 3512 JP, Nederland",NA,NA,NA,"Netherlands"
"University at Albany - SUNY","NA","University at Albany - SUNY",1,NA,NA,NA,NA,NA,NA,NA
"University at Albany, State University of New York","NA","University at Albany, State University of New York",1,42.6639622,-73.7802589,"University at Albany Downtown Campus - Alumni Quad, University at Albany - Alumni Quad, City of Albany, Albany County, New York, 12203, United States",NA,NA,NA,"United States of America"
"University of Alabama","NA","University of Alabama",1,33.2120822,-87.5396735,"University of Alabama, Jack Warner Parkway Northeast, Riverview, Tuscaloosa, Tuscaloosa County, Alabama, 35487, United States",NA,NA,NA,"United States of America"
"University of Antwerp, Department of Political Science","NA","University of Antwerp, Department of Political Science",1,NA,NA,NA,NA,NA,NA,NA
"University of Antwerp; Vrije Universiteit Brussel","NA","University of Antwerp; Vrije Universiteit Brussel",1,NA,NA,NA,NA,NA,NA,NA
"University of Bamberg","NA","University of Bamberg",1,49.9073867,10.9042038,"Otto-Friedrich-Universität Bamberg, 21, Feldkirchenstraße, Bamberg-Ost, Bamberg, Bayern, 96052, Deutschland",NA,NA,NA,"Germany"
"University of Bremen","NA","University of Bremen",1,53.1079646,8.8556646,"Universität Bremen, 1, Bibliothekstraße, Lehe, Horn-Lehe, Bremen-Ost, Bremen, 28359, Deutschland",NA,NA,NA,"Germany"
"University of Bremen; WZB Berlin Social Science Center","NA","University of Bremen; WZB Berlin Social Science Center",1,NA,NA,NA,NA,NA,NA,NA
"University of Bristol","NA","University of Bristol",1,51.4905582,-2.6304825,"University of Bristol, Barrow Gurney, North Somerset, England, BS9 3RZ, United Kingdom",NA,NA,NA,"United Kingdom"
"University of British Columbia","NA","University of British Columbia",1,49.2654627,-123.2514625,"University of British Columbia, Crescent Road - xʷsel̓c̓əχən̓, University of British Columbia, Electoral Area A, Metro Vancouver Regional District, British Columbia, V6T, Canada",NA,NA,NA,NA
"University of California - San Diego","University of California San Diego","University of California San Diego",1,32.8792438,-117.2311247,"University of California, San Diego, 9500, Gilman Drive, San Diego, San Diego County, California, 92093, United States",NA,NA,NA,"United States of America"
"Professor at University of California, Irvine","University of California, Irvine","University of California, Irvine",1,33.6561481,-117.8870355,"Irvine-University, Irvine Avenue, South Mesa, Orange County, California, 92660, United States",NA,NA,NA,"United States of America"
"University of Chicago","NA","University of Chicago",1,41.7913968,-87.6008439,"The University of Chicago, 5801, South Ellis Avenue, Hyde Park, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",NA,NA,NA,"United States of America"
"University of Denver","NA","University of Denver",1,39.6766157,-104.9623745,"University of Denver, 2199, South University Boulevard, Denver, Colorado, 80208, United States",NA,NA,NA,"United States of America"
"University of Deusto","NA","University of Deusto",1,43.2713665,-2.9386884,"Universidad de Deusto, Avenida de las Universidades / Unibertsitate etorbidea, Deustuko Doneperiaga, San Pedro de Deusto-La Ribera, Deusto, Bilbao, Bizkaia, Euskadi, 48011, España",NA,NA,NA,"Spain"
"University of Exeter; University of Oxford","NA","University of Exeter; University of Oxford",1,NA,NA,NA,NA,NA,NA,NA
"University of Geneva; University of Basel","NA","University of Geneva; University of Basel",1,NA,NA,NA,NA,NA,NA,NA
"University of Graz","NA","University of Graz",1,47.0778573,15.4498491,"Karl-Franzens-Universität Graz, Goethestraße, Univiertel, Geidorf, Graz, Steiermark, 8010, Österreich",NA,NA,NA,"Austria"
"University of Haifa","NA","University of Haifa",1,32.7609456,35.0204641,"אוניברסיטת חיפה, 705, רובע רמות הכרמל, חיפה, נפת חיפה, מחוז חיפה, 3498838, ישראל",NA,NA,NA,"Israel"
"University of Kansas","NA","University of Kansas",1,38.9535051,-95.2630922,"University of Kansas, 1450, Jayhawk Boulevard, Lawrence, Douglas County, Kansas, 66045, United States",NA,NA,NA,"United States of America"
"University of Lausanne; FORS","NA","University of Lausanne; FORS",1,NA,NA,NA,NA,NA,NA,NA
"University of Leicester","NA","University of Leicester",1,52.6296269,-1.1548475,"University of Leicester, Westcotes Drive, Westcotes, Leicester, City of Leicester, England, LE3 0DP, United Kingdom",NA,NA,NA,"United Kingdom"
"Department of Politics and Public Administration, University of Limerick, Ireland","University of Limerick","University of Limerick",1,52.6732581,-8.5698097,"University of Limerick, Milford Road, Castletroy, Ballysimon ED, The Metropolitan District of Limerick City, Limerick, County Limerick, Munster, V94 NX93, Éire / Ireland",NA,NA,NA,"Ireland"
"University of London","NA","University of London",1,51.524203,-0.1330007,"University College London, Starcross Street, Fitzrovia, London Borough of Camden, London, Greater London, England, NW1 2HR, United Kingdom",NA,NA,NA,"United Kingdom"
"University of Massachusetts-Lowell","NA","University of Massachusetts-Lowell",1,42.6519097,-71.3173628,"University of Massachusetts Lowell East Campus, Hall Street, City Hall Historic District, The Acre, Lowell, Middlesex County, Massachusetts, 01850, United States",NA,NA,NA,"United States of America"
"University of Minnesota","NA","University of Minnesota",1,44.9863392,-93.1794558,"The University of Minnesota, Twin Cities Campus, Southeast 7th Street, Marcy-Holmes, Falcon Heights, Hennepin County, Minnesota, 55455, United States",NA,NA,NA,"United States of America"
"University of Mississippi","NA","University of Mississippi",1,34.3646125,-89.5396349,"University of Mississippi, Hickory Lane, Oxford, Lafayette County, Mississippi, 38677, United States",NA,NA,NA,"United States of America"
"University of Modena & Reggio Emilia","NA","University of Modena & Reggio Emilia",1,44.5384728,10.9359609,"Modena, Emilia-Romagna, Italia",NA,NA,NA,"Italy"
"University of Montreal","NA","University of Montreal",1,45.5047577,-73.6145418,"Université de Montréal, 2900, Boulevard Édouard-Montpetit, Côte-des-Neiges, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (région administrative), Québec, H3T 1J4, Canada",NA,NA,NA,"Canada"
"University of Muenster","NA","University of Muenster",1,51.9673422,7.5992433,"Universität Münster, Bismarckallee, Pluggendorf, Innenstadtring, Münster-Mitte, Münster, Nordrhein-Westfalen, 48151, Deutschland",NA,NA,NA,"Germany"
"University of Munich","NA","University of Munich",1,48.2654975,11.6692249,"Technische Universität München, Karl-Schwarzschild-Straße, Hochschul- und Forschungszentrum, Garching bei München, Landkreis München, Bayern, 85748, Deutschland",NA,NA,NA,"Germany"
"University of Münster","NA","University of Münster",1,51.9673422,7.5992433,"Universität Münster, Bismarckallee, Pluggendorf, Innenstadtring, Münster-Mitte, Münster, Nordrhein-Westfalen, 48151, Deutschland",NA,NA,NA,"Germany"
"University of Oxford; CEPR","NA","University of Oxford; CEPR",1,NA,NA,NA,NA,NA,NA,NA
"University of Pisa","NA","University of Pisa",1,43.4025782,10.41282,"Villa Celestina Università di Pisa Centro di Educazione Ambientale, Via della Pineta, Castiglioncello, Rosignano Marittimo, Livorno, Toscana, 57016, Italia",NA,NA,NA,NA
"University of Potsdam","NA","University of Potsdam",1,52.4014435,13.0087916,"Universität Potsdam: Campus I - Am Neuen Palais, 10, Am Neuen Palais, Brandenburger Vorstadt, Potsdam, Brandenburg, 14469, Deutschland",NA,NA,NA,"Germany"
"University of Sheffield","NA","University of Sheffield",1,53.3815042,-1.4833688,"University of Sheffield, Western Bank, Crookesmoor, Broomhill, Sheffield, South Yorkshire, England, S10 2TN, United Kingdom",NA,NA,NA,"United Kingdom"
"Darla Moore School of Business, University of South Carolina","University of South Carolina","University of South Carolina",1,33.9928841,-81.0268676,"University of South Carolina, Governor's Hill, Main Street District, Columbia, Richland County, South Carolina, 29201, United States",NA,NA,NA,"United States of America"
"School of Social Sciences, University of Tasmania, Australia","University of Tasmania","University of Tasmania",1,-42.906822,147.3218083,"University of Tasmania, Proctors Road, Dynnyrne, Hobart, City of Hobart, Tasmania, 7005, Australia",NA,NA,NA,"Australia"
"University of Texas, Austin","NA","University of Texas, Austin",1,30.2851494,-97.7339352,"University of Texas at Austin, 1, Allandale, Austin, Travis County, Texas, 78712, United States",NA,NA,NA,"United States of America"
"University of Uppsala","NA","University of Uppsala",1,59.8576363,17.6294616,"Uppsala universitet, 3, Biskopsgatan, Främre Luthagen, Fjärdingen, Uppsala, Uppsala kommun, Uppsala län, 753 11, Sverige",NA,NA,NA,"Sweden"
"University of Utah","NA","University of Utah",1,40.7768903,-111.9154927,"University, Salt Lake City, Salt Lake County, Utah, 84416, United States",NA,NA,NA,"United States of America"
